U n e m p l o y m e n t   U N R A T E,R e a l   G D P   G D P C 1,I n f l a t i o n   C O R E S T I C K M 1 5 9 S F R B A T L,1 0 - 3   Y i e l d   C u r v e   T 1 0 Y 3 M
,,,1.11
,,,1.13
,,,1.15
,,,
,,,1.0
,,,0.98
,,,1.04
,,,1.01
4.0,20044.077,2.157823,
,,,1.02
,,,1.03
,,,1.05
,,,1.08
,,,1.04
,,,1.11
,,,1.13
,,,1.11
,,,1.12
,,,
,,,1.09
,,,1.13
,,,1.17
,,,1.2
,,,1.22
,,,1.19
,,,1.22
,,,1.21
,,,1.25
,,,1.26
,,,1.29
,,,1.26
4.1,,2.123101,1.3
,,,1.36
,,,1.26
,,,1.27
,,,1.29
,,,1.3
,,,1.28
,,,1.24
,,,1.24
,,,1.33
,,,1.32
,,,1.25
,,,
,,,1.22
,,,1.3
,,,1.29
,,,1.24
,,,1.2
,,,1.24
,,,1.22
4.0,,2.366925,1.18
,,,1.21
,,,1.18
,,,1.2
,,,1.21
,,,1.19
,,,1.23
,,,1.16
,,,1.11
,,,1.05
,,,1.05
,,,1.07
,,,1.05
,,,1.08
,,,1.15
,,,1.11
,,,1.08
,,,1.06
,,,1.01
,,,1.04
,,,1.01
,,,
4.0,20150.476,2.491592,
,,,0.96
,,,1.04
,,,1.08
,,,1.11
,,,1.04
,,,1.02
,,,1.06
,,,1.06
,,,1.08
,,,1.06
,,,1.04
,,,1.02
,,,1.06
,,,1.1
,,,1.15
,,,1.11
,,,1.13
,,,1.18
,,,1.18
,,,1.14
,,,1.08
3.8,,2.543212,1.12
,,,1.13
,,,1.1
,,,1.11
,,,1.09
,,,1.1
,,,1.12
,,,1.07
,,,1.05
,,,1.07
,,,1.16
,,,1.17
,,,1.19
,,,1.15
,,,1.13
,,,1.13
,,,1.09
,,,1.07
,,,1.03
,,,
,,,0.84
,,,0.9
,,,0.9
4.0,,2.551897,0.97
,,,1.0
,,,0.98
,,,1.02
,,,0.99
,,,1.0
,,,1.02
,,,1.04
,,,1.04
,,,1.0
,,,0.99
,,,0.98
,,,0.95
,,,0.99
,,,0.96
,,,0.97
,,,0.94
,,,0.95
,,,0.9
,,,0.91
,,,0.92
3.8,20276.154,2.518753,
,,,0.89
,,,0.85
,,,
,,,0.88
,,,0.85
,,,0.88
,,,0.88
,,,0.88
,,,0.87
,,,0.85
,,,0.84
,,,0.84
,,,0.88
,,,0.84
,,,0.9
,,,0.97
,,,0.93
,,,0.93
,,,0.99
,,,0.96
,,,0.94
,,,0.93
3.8,,2.432443,0.97
,,,0.96
,,,0.94
,,,0.89
,,,0.92
,,,0.9
,,,0.87
,,,0.82
,,,0.82
,,,0.81
,,,0.79
,,,0.8
,,,0.82
,,,0.76
,,,0.77
,,,0.73
,,,0.74
,,,0.73
,,,0.73
,,,0.75
,,,0.76
,,,0.75
,,,0.75
3.7,,2.462881,
,,,
,,,0.77
,,,0.76
,,,0.75
,,,0.8
,,,0.8
,,,0.83
,,,0.81
,,,0.82
,,,0.83
,,,0.83
,,,0.88
,,,0.92
,,,0.9
,,,0.89
,,,0.86
,,,0.89
,,,0.86
,,,0.88
,,,0.86
3.8,20304.874,2.415236,0.86
,,,0.82
,,,0.92
,,,0.97
,,,1.0
,,,
,,,0.96
,,,0.95
,,,0.87
,,,0.87
,,,0.85
,,,0.86
,,,0.88
,,,0.85
,,,0.89
,,,0.86
,,,0.84
,,,0.76
,,,0.8
,,,0.75
,,,0.74
,,,0.79
,,,0.81
3.8,,2.476418,0.82
,,,0.89
,,,0.84
,,,0.87
,,,0.85
,,,0.89
,,,0.83
,,,
,,,0.76
,,,0.74
,,,0.74
,,,0.72
,,,0.68
,,,0.67
,,,0.65
,,,
,,,0.64
,,,0.66
,,,0.65
,,,0.66
,,,0.66
,,,0.64
3.9,,2.456173,
,,,0.6
,,,0.49
,,,
,,,0.46
,,,0.45
,,,0.44
,,,0.48
,,,0.48
,,,0.48
,,,0.47
,,,0.46
,,,0.43
,,,0.37
,,,0.4
,,,0.4
,,,0.29
,,,
,,,0.37
,,,0.36
,,,0.32
,,,0.24
4.0,20415.15,2.375054,
,,,0.24
,,,0.15
,,,0.25
,,,0.25
,,,0.27
,,,0.29
,,,0.31
,,,0.28
,,,0.26
,,,0.27
,,,0.3
,,,0.33
,,,0.38
,,,
,,,0.31
,,,0.35
,,,0.35
,,,0.37
,,,0.33
,,,0.3
,,,0.28
,,,0.22
3.8,,2.375943,0.3
,,,0.31
,,,0.29
,,,0.28
,,,0.23
,,,0.2
,,,0.2
,,,0.25
,,,0.27
,,,0.23
,,,0.23
,,,
,,,0.2
,,,0.2
,,,0.24
,,,0.19
,,,0.2
,,,0.19
,,,0.24
,,,0.28
3.8,,2.356946,0.32
,,,0.26
,,,0.26
,,,0.22
,,,0.19
,,,0.16
,,,0.18
,,,0.15
,,,0.16
,,,0.18
,,,0.14
,,,0.16
,,,0.15
,,,0.06
,,,0.05
,,,-0.02
,,,-0.03
,,,-0.05
,,,-0.05
,,,-0.04
,,,0.01
3.7,20584.528,2.392773,0.06
,,,0.06
,,,0.08
,,,0.07
,,,0.06
,,,0.09
,,,0.09
,,,0.05
,,,0.08
,,,0.12
,,,0.12
,,,0.17
,,,0.15
,,,0.15
,,,
,,,0.15
,,,0.12
,,,0.09
,,,0.11
,,,0.09
,,,0.1
,,,0.08
3.6,,2.360903,0.09
,,,0.08
,,,0.11
,,,0.07
,,,0.02
,,,0.06
,,,0.02
,,,0.04
,,,-0.01
,,,0.01
,,,-0.05
,,,0.0
,,,0.0
,,,0.02
,,,0.04
,,,0.01
,,,-0.06
,,,-0.03
,,,
,,,-0.11
,,,-0.12
,,,-0.16
,,,-0.21
3.6,,2.392597,
,,,-0.28
,,,-0.23
,,,-0.23
,,,-0.21
,,,-0.19
,,,-0.14
,,,-0.12
,,,-0.11
,,,-0.09
,,,-0.11
,,,-0.14
,,,-0.16
,,,-0.15
,,,-0.13
,,,-0.04
,,,-0.11
,,,-0.12
,,,-0.1
,,,-0.13
,,,-0.12
3.7,20817.581,2.475923,-0.18
,,,-0.22
,,,-0.25
,,,
,,,-0.19
,,,-0.21
,,,-0.19
,,,-0.13
,,,-0.04
,,,-0.02
,,,-0.07
,,,-0.02
,,,-0.08
,,,-0.01
,,,-0.01
,,,-0.04
,,,0.02
,,,-0.05
,,,-0.02
,,,-0.04
,,,-0.06
,,,-0.02
,,,-0.06
3.6,,2.630398,-0.17
,,,-0.2
,,,-0.3
,,,-0.32
,,,-0.31
,,,-0.3
,,,-0.26
,,,-0.35
,,,-0.32
,,,-0.37
,,,-0.39
,,,-0.32
,,,-0.34
,,,-0.39
,,,-0.38
,,,-0.38
,,,-0.45
,,,-0.47
,,,-0.49
,,,-0.52
,,,-0.49
,,,-0.49
3.5,,2.622934,
,,,
,,,-0.51
,,,-0.5
,,,-0.4
,,,-0.41
,,,-0.33
,,,-0.23
,,,-0.21
,,,-0.16
,,,-0.06
,,,-0.15
,,,-0.18
,,,-0.15
,,,-0.14
,,,-0.17
,,,-0.22
,,,-0.28
,,,-0.16
,,,-0.13
,,,-0.11
,,,-0.2
3.6,20951.088,2.747596,-0.17
,,,-0.19
,,,-0.16
,,,-0.19
,,,-0.19
,,,-0.18
,,,-0.1
,,,-0.01
,,,0.08
,,,
,,,0.1
,,,0.09
,,,0.1
,,,0.1
,,,0.13
,,,0.13
,,,0.12
,,,0.1
,,,0.14
,,,0.2
,,,0.21
,,,0.16
,,,0.15
3.6,,2.772021,0.21
,,,0.26
,,,0.3
,,,0.25
,,,0.36
,,,0.39
,,,
,,,0.33
,,,0.31
,,,0.25
,,,0.27
,,,0.24
,,,0.22
,,,0.16
,,,0.19
,,,0.19
,,,0.15
,,,0.14
,,,0.15
,,,
,,,0.19
3.6,,2.752609,
,,,0.23
,,,0.15
,,,0.22
,,,0.26
,,,0.31
,,,0.29
,,,0.29
,,,0.22
,,,0.34
,,,0.25
,,,0.32
,,,0.33
,,,0.36
,,,0.35
,,,0.34
,,,0.34
,,,0.32
,,,
,,,0.32
,,,0.31
,,,0.33
,,,0.37
3.6,20665.553,2.790484,
,,,0.34
,,,0.28
,,,0.25
,,,0.29
,,,0.33
,,,0.31
,,,0.29
,,,0.28
,,,0.25
,,,0.22
,,,0.26
,,,0.28
,,,
,,,0.22
,,,0.22
,,,0.19
,,,0.16
,,,0.06
,,,0.08
,,,0.04
,,,0.0
,,,-0.04
3.5,,2.800101,
,,,-0.03
,,,0.04
,,,0.09
,,,0.08
,,,0.03
,,,-0.02
,,,0.02
,,,0.04
,,,0.02
,,,0.01
,,,
,,,-0.03
,,,-0.02
,,,-0.06
,,,-0.1
,,,-0.15
,,,-0.2
,,,-0.2
,,,-0.15
,,,-0.14
4.4,,2.606553,
,,,-0.03
,,,0.07
,,,0.3
,,,0.3
,,,0.29
,,,0.21
,,,0.32
,,,0.4
,,,0.55
,,,0.66
,,,0.49
,,,0.83
,,,1.16
,,,1.08
,,,0.87
,,,0.74
,,,0.83
,,,0.88
,,,0.83
,,,0.69
,,,0.58
,,,0.59
14.8,19034.83,2.179323,0.53
,,,0.54
,,,0.52
,,,0.52
,,,0.61
,,,0.55
,,,0.48
,,,
,,,0.5
,,,0.56
,,,0.49
,,,0.47
,,,0.53
,,,0.51
,,,0.47
,,,0.51
,,,0.5
,,,0.48
,,,0.55
,,,0.51
,,,0.53
,,,0.55
13.2,,2.01414,0.52
,,,0.51
,,,0.53
,,,0.6
,,,0.52
,,,0.57
,,,0.61
,,,0.56
,,,0.51
,,,0.51
,,,0.52
,,,0.6
,,,0.57
,,,0.56
,,,0.56
,,,0.54
,,,
,,,0.55
,,,0.53
,,,0.55
,,,0.51
11.0,,1.993544,0.52
,,,0.53
,,,0.61
,,,0.67
,,,0.76
,,,0.71
,,,0.65
,,,0.58
,,,0.49
,,,0.55
,,,0.53
,,,0.58
,,,0.57
,,,0.55
,,,0.55
,,,0.55
,,,0.56
,,,0.54
,,,0.52
,,,0.5
,,,0.5
,,,0.5
10.2,20511.785,2.281283,0.55
,,,0.54
,,,
,,,0.54
,,,0.5
,,,0.52
,,,0.49
,,,0.52
,,,0.5
,,,0.48
,,,0.48
,,,0.51
,,,0.53
,,,0.49
,,,0.48
,,,0.47
,,,0.47
,,,0.48
,,,0.51
,,,0.48
,,,0.47
,,,0.46
,,,0.46
8.4,,2.213149,
,,,0.46
,,,0.43
,,,0.45
,,,0.45
,,,0.47
,,,0.48
,,,0.53
,,,0.58
,,,0.61
,,,0.61
,,,0.59
,,,0.58
,,,0.57
,,,0.54
,,,0.54
,,,0.53
,,,0.58
,,,0.58
,,,0.63
,,,0.64
,,,0.61
7.8,,1.980283,0.56
,,,0.54
,,,0.52
,,,0.61
,,,
,,,0.56
,,,0.59
,,,0.56
,,,0.56
,,,0.57
,,,0.57
,,,0.57
,,,0.6
,,,0.6
,,,0.58
,,,0.58
,,,0.57
,,,0.57
,,,0.56
,,,0.56
,,,0.57
,,,0.59
6.8,20724.128,1.747303,0.59
,,,0.61
,,,0.68
,,,0.66
,,,0.71
,,,0.69
,,,0.69
,,,
,,,0.63
,,,0.61
,,,0.63
,,,0.65
,,,0.67
,,,0.71
,,,0.73
,,,0.78
,,,0.75
,,,0.7
,,,0.69
,,,0.69
,,,0.76
,,,0.79
6.7,,1.697582,
,,,0.78
,,,0.8
,,,0.68
,,,0.69
,,,0.73
,,,0.85
,,,0.88
,,,
,,,0.78
,,,0.8
,,,0.82
,,,0.78
,,,0.79
,,,0.79
,,,0.76
,,,0.78
,,,0.79
,,,0.79
,,,
,,,0.75
,,,0.76
6.7,,1.600671,0.83
,,,0.86
,,,0.84
,,,0.88
,,,0.86
,,,0.83
,,,0.87
,,,0.84
,,,0.82
,,,0.81
,,,0.84
,,,0.83
,,,0.86
,,,0.87
,,,0.86
,,,0.84
,,,0.87
,,,0.85
,,,
,,,0.83
,,,0.84
,,,0.85
,,,0.84
6.4,20990.541,1.400569,
,,,0.84
,,,0.87
,,,0.95
,,,0.99
,,,1.05
,,,1.07
,,,1.06
,,,1.01
,,,1.06
,,,1.02
,,,
,,,1.01
,,,1.02
,,,1.03
,,,1.02
,,,0.96
,,,0.98
,,,0.96
,,,1.0
,,,1.05
6.2,,1.405123,1.02
,,,1.05
,,,1.11
,,,1.11
,,,1.16
,,,1.14
,,,1.14
,,,1.1
,,,1.11
,,,1.16
,,,
,,,1.26
,,,1.25
,,,1.26
,,,1.3
,,,1.34
,,,1.33
,,,1.35
,,,1.5
,,,1.4
6.1,,1.592366,1.4
,,,1.38
,,,1.42
,,,1.5
,,,1.52
,,,1.54
,,,1.5
,,,1.49
,,,1.5
,,,1.6
,,,1.58
,,,1.6
,,,1.61
,,,1.7
,,,1.73
,,,1.66
,,,1.62
,,,1.6
,,,1.61
,,,1.65
,,,1.7
,,,1.71
,,,1.71
6.1,21309.544,2.209393,1.67
,,,1.7
,,,1.7
,,,1.65
,,,1.66
,,,1.63
,,,1.65
,,,1.67
,,,1.61
,,,1.62
,,,1.54
,,,1.57
,,,1.59
,,,1.55
,,,1.54
,,,1.54
,,,1.55
,,,1.55
,,,1.62
,,,1.62
,,,1.64
,,,1.64
5.8,,2.562825,
,,,1.59
,,,1.59
,,,1.57
,,,1.56
,,,1.58
,,,1.61
,,,1.63
,,,1.67
,,,1.64
,,,1.62
,,,1.62
,,,1.62
,,,1.67
,,,1.62
,,,1.62
,,,1.59
,,,1.54
,,,1.56
,,,1.59
,,,1.57
,,,
5.9,,2.558145,1.6
,,,1.57
,,,1.61
,,,1.54
,,,1.55
,,,1.51
,,,1.47
,,,1.42
,,,1.44
,,,1.48
,,,1.48
,,,1.53
,,,1.48
,,,1.4
,,,1.45
,,,1.44
,,,1.45
,,,1.44
,,,1.48
,,,1.44
,,,1.45
,,,1.4
5.4,21483.083,2.323597,1.43
,,,1.39
,,,
,,,1.32
,,,1.28
,,,1.24
,,,1.31
,,,1.33
,,,1.37
,,,1.31
,,,1.26
,,,1.26
,,,1.14
,,,1.18
,,,1.25
,,,1.22
,,,1.25
,,,1.24
,,,1.2
,,,1.21
,,,1.22
,,,1.18
5.1,,2.332419,
,,,1.15
,,,1.14
,,,1.14
,,,1.18
,,,1.25
,,,1.27
,,,1.31
,,,1.3
,,,1.3
,,,1.23
,,,1.2
,,,1.19
,,,1.2
,,,1.18
,,,1.21
,,,1.2
,,,1.24
,,,1.29
,,,1.29
,,,1.26
,,,1.24
,,,1.26
4.7,,2.610662,1.26
,,,1.24
,,,1.28
,,,
,,,1.33
,,,1.3
,,,1.26
,,,1.3
,,,1.27
,,,1.24
,,,1.27
,,,1.3
,,,1.33
,,,1.27
,,,1.3
,,,1.29
,,,1.38
,,,1.44
,,,1.44
,,,1.5
,,,1.51
,,,1.48
4.5,21847.602,3.007604,1.44
,,,1.45
,,,1.5
,,,1.49
,,,1.53
,,,1.56
,,,
,,,1.53
,,,1.51
,,,1.47
,,,1.54
,,,1.53
,,,1.6
,,,1.6
,,,1.62
,,,1.6
,,,1.58
,,,1.57
,,,1.48
,,,1.51
,,,1.5
4.1,,3.184384,1.53
,,,1.51
,,,1.55
,,,1.49
,,,1.4
,,,1.45
,,,1.42
,,,1.51
,,,
,,,1.53
,,,1.58
,,,1.58
,,,1.55
,,,1.54
,,,1.49
,,,1.58
,,,1.61
,,,1.58
,,,
,,,1.42
,,,1.46
,,,1.38
3.9,,3.456458,1.37
,,,1.39
,,,1.29
,,,1.38
,,,1.42
,,,1.45
,,,1.43
,,,1.42
,,,1.37
,,,1.39
,,,1.42
,,,1.39
,,,1.36
,,,1.36
,,,1.41
,,,1.38
,,,1.43
,,,
,,,1.42
,,,1.43
,,,1.5
,,,1.47
,,,1.46
4.0,21738.871,3.965498,
,,,1.55
,,,1.58
,,,1.62
,,,1.63
,,,1.66
,,,1.65
,,,1.64
,,,1.62
,,,1.58
,,,1.65
,,,
,,,1.71
,,,1.66
,,,1.66
,,,1.58
,,,1.56
,,,1.59
,,,1.66
,,,1.61
,,,1.59
,,,1.57
3.8,,4.280304,1.62
,,,1.59
,,,1.62
,,,1.7
,,,1.65
,,,1.71
,,,1.68
,,,1.63
,,,1.56
,,,1.55
,,,1.65
,,,1.65
,,,1.61
,,,1.57
,,,
,,,1.57
,,,1.65
,,,1.64
,,,1.64
,,,1.48
3.6,,4.534344,1.4
,,,1.52
,,,1.48
,,,1.4
,,,1.4
,,,1.5
,,,1.56
,,,1.59
,,,1.6
,,,1.69
,,,1.69
,,,1.75
,,,1.8
,,,1.72
,,,1.78
,,,1.87
,,,1.82
,,,1.82
,,,1.93
,,,1.87
,,,1.86
,,,1.8
,,,1.8
3.7,21708.16,4.703935,1.86
,,,1.76
,,,1.89
,,,1.94
,,,1.98
,,,2.02
,,,2.02
,,,1.98
,,,1.95
,,,2.04
,,,
,,,2.04
,,,2.12
,,,2.03
,,,2.07
,,,2.07
,,,1.9
,,,1.94
,,,2.0
,,,2.03
,,,2.04
3.6,,4.950974,
,,,2.09
,,,2.06
,,,2.04
,,,2.2
,,,2.27
,,,2.13
,,,2.1
,,,2.0
,,,1.88
,,,1.9
,,,1.81
,,,1.92
,,,1.86
,,,1.79
,,,1.75
,,,1.79
,,,1.7
,,,1.69
,,,1.68
,,,1.66
,,,
,,,1.69
3.6,,5.39633,1.79
,,,1.75
,,,1.75
,,,1.78
,,,1.72
,,,1.75
,,,1.74
,,,1.76
,,,1.7
,,,1.66
,,,1.59
,,,1.69
,,,1.62
,,,
,,,1.61
,,,1.55
,,,1.44
,,,1.4
,,,1.41
,,,1.41
,,,1.32
,,,1.26
3.5,21851.134,5.59073,1.15
,,,
,,,0.92
,,,1.03
,,,1.06
,,,1.11
,,,0.81
,,,0.74
,,,0.52
,,,0.56
,,,0.56
,,,0.46
,,,0.49
,,,0.53
,,,0.43
,,,0.28
,,,0.19
,,,0.26
,,,0.34
,,,0.26
,,,0.26
3.6,,5.951312,0.04
,,,0.19
,,,0.21
,,,0.18
,,,0.25
,,,0.12
,,,0.13
,,,0.13
,,,0.25
,,,0.21
,,,0.07
,,,0.12
,,,0.21
,,,0.17
,,,0.24
,,,0.21
,,,0.25
,,,0.29
,,,0.15
,,,0.15
,,,0.15
,,,0.14
,,,0.19
3.5,,6.348017,0.29
,,,0.26
,,,
,,,0.29
,,,0.2
,,,0.23
,,,0.25
,,,0.2
,,,0.14
,,,0.17
,,,0.23
,,,0.25
,,,0.12
,,,0.22
,,,0.2
,,,0.41
,,,0.45
,,,0.49
,,,0.62
,,,0.32
,,,0.4
,,,0.5
3.6,21989.981,6.312946,
,,,0.21
,,,0.17
,,,0.3
,,,0.37
,,,0.44
,,,
,,,0.26
,,,0.21
,,,0.18
,,,0.19
,,,0.05
,,,-0.03
,,,0.07
,,,0.15
,,,0.12
,,,0.09
,,,-0.04
,,,-0.07
,,,-0.17
,,,-0.16
,,,-0.12
3.6,,6.422543,-0.16
,,,-0.12
,,,-0.11
,,,-0.04
,,,-0.07
,,,-0.14
,,,-0.17
,,,-0.46
,,,
,,,-0.46
,,,-0.51
,,,-0.65
,,,-0.55
,,,-0.52
,,,-0.58
,,,-0.64
,,,-0.69
,,,
,,,-0.73
,,,-0.72
,,,-0.63
,,,-0.69
3.5,,6.538167,-0.8
,,,-0.83
,,,-0.76
,,,-0.86
,,,-0.87
,,,-0.8
,,,-0.74
,,,-0.77
,,,-0.84
,,,-0.84
,,,-0.9
,,,-0.83
,,,-0.8
,,,-0.66
,,,-0.65
,,,-0.68
,,,-0.59
,,,
,,,-0.62
,,,-0.58
,,,-0.62
,,,-0.54
3.4,22112.329,6.487554,
,,,
,,,-0.74
,,,-0.86
,,,-0.95
,,,-1.12
,,,-1.17
,,,-1.12
,,,-1.18
,,,-1.23
,,,-1.18
,,,
,,,-1.18
,,,-1.32
,,,-1.32
,,,-1.24
,,,-1.21
,,,-1.26
,,,-1.26
,,,-1.22
,,,-1.21
,,,-1.17
,,,-1.18
3.6,,6.525,-1.27
,,,-1.26
,,,-1.17
,,,-1.08
,,,-1.04
,,,-1.09
,,,-1.1
,,,-1.05
,,,-1.09
,,,-1.03
,,,-0.98
,,,-0.98
,,,-1.02
,,,
,,,-0.91
,,,-0.91
,,,-0.96
,,,-0.91
,,,-0.97
,,,-0.96
3.5,,6.390946,-0.89
,,,-0.83
,,,-0.94
,,,-0.95
,,,-1.07
,,,-1.08
,,,-1.12
,,,-1.31
,,,-1.32
,,,-1.24
,,,-1.24
,,,-1.18
,,,-1.13
,,,-1.34
,,,-1.19
,,,-1.31
,,,-1.35
,,,-1.36
,,,-1.38
,,,-1.25
,,,-1.23
,,,-1.42
,,,-1.37
3.4,22225.35,6.264224,
,,,-1.47
,,,-1.53
,,,-1.56
,,,-1.61
,,,-1.56
,,,-1.67
,,,-1.61
,,,-1.61
,,,-1.65
,,,-1.62
,,,-1.61
,,,-1.62
,,,-1.56
,,,-1.58
,,,-1.57
,,,-1.68
,,,-1.72
,,,-1.73
,,,-1.65
,,,-1.66
3.7,,5.975255,-1.68
,,,-1.8
,,,-1.88
,,,-1.89
,,,-1.82
,,,-1.79
,,,-1.76
,,,-1.81
,,,-1.81
,,,-1.79
,,,-1.71
,,,-1.69
,,,-1.69
,,,-1.66
,,,-1.59
,,,-1.68
,,,-1.64
,,,-1.64
,,,-1.55
,,,-1.54
,,,
,,,-1.86
,,,-1.88
3.6,,5.586684,-1.89
,,,-1.81
,,,-1.77
,,,-1.74
,,,-1.63
,,,-1.65
,,,-1.62
,,,-1.67
,,,-1.52
,,,-1.53
,,,-1.61
,,,-1.57
,,,
,,,-1.65
,,,-1.68
,,,-1.6
,,,-1.67
,,,-1.78
,,,-1.67
,,,-1.73
,,,-1.61
,,,-1.62
3.5,22490.692,5.405751,
,,,-1.58
,,,
,,,-1.49
,,,-1.41
,,,-1.4
,,,-1.47
,,,-1.5
,,,-1.61
,,,-1.71
,,,-1.66
,,,-1.68
,,,-1.69
,,,-1.74
,,,-1.64
,,,-1.66
,,,-1.65
,,,-1.6
,,,-1.65
,,,-1.5
,,,-1.56
,,,-1.58
3.8,,5.172225,-1.49
,,,-1.45
,,,-1.34
,,,-1.49
,,,-1.47
,,,-1.55
,,,-1.55
,,,-1.45
,,,-1.38
,,,-1.37
,,,-1.35
,,,-1.28
,,,-1.26
,,,-1.29
,,,-1.23
,,,-1.23
,,,-1.38
,,,-1.35
,,,-1.36
,,,-1.38
,,,-1.44
,,,-1.44
,,,-1.47
3.8,,4.95977,-1.35
,,,
,,,-1.28
,,,-1.25
,,,-1.26
,,,-1.29
,,,-1.26
,,,-1.29
,,,-1.3
,,,-1.26
,,,-1.23
,,,-1.23
,,,-1.17
,,,-1.21
,,,-1.08
,,,-1.12
,,,-1.03
,,,-1.02
,,,-0.97
,,,-0.97
,,,-0.96
3.8,22679.255,4.882928,
,,,-0.93
,,,-0.81
,,,-0.88
,,,-0.89
,,,-0.85
,,,
,,,-0.95
,,,-1.03
,,,-0.93
,,,-0.99
,,,-0.9
,,,-0.79
,,,-0.7
,,,-0.62
,,,-0.65
,,,-0.72
,,,-0.75
,,,-0.64
,,,-0.73
,,,-0.75
,,,-0.72
,,,-0.71
3.7,,4.688293,-0.8
,,,-0.87
,,,-0.96
,,,-0.89
,,,-0.97
,,,-1.05
,,,-0.92
,,,-0.92
,,,-0.92
,,,-1.08
,,,-1.0
,,,-1.06
,,,-1.06
,,,-1.12
,,,-1.12
,,,-1.12
,,,
,,,-1.07
,,,-1.1
,,,-1.13
,,,-1.18
,,,-1.08
3.7,,4.554396,-1.21
,,,-1.18
,,,-1.27
,,,-1.33
,,,-1.3
,,,-1.21
,,,-1.24
,,,-1.26
,,,-1.4
,,,-1.51
,,,-1.53
,,,-1.51
,,,-1.5
,,,-1.58
,,,-1.53
,,,-1.54
,,,
,,,-1.56
,,,-1.65
,,,-1.61
,,,-1.52
3.7,22758.752,4.603922367,
,,,-1.51
,,,-1.57
,,,-1.49
,,,-1.42
,,,-1.48
,,,-1.45
,,,-1.42
,,,-1.48
,,,-1.49
,,,
,,,-1.38
,,,-1.37
,,,-1.31
,,,-1.3
,,,-1.35
,,,-1.31
,,,-1.26
,,,-1.3
,,,-1.29
,,,-1.34
,,,-1.36
,,,-1.43
3.9,,4.403102398,-1.55
,,,-1.4
,,,-1.25
,,,-1.35
,,,-1.34
,,,-1.29
,,,-1.27
,,,-1.26
,,,-1.14
,,,-1.16
,,,-1.19
,,,-1.14
,,,
,,,-1.17
,,,-1.12
,,,-1.12
,,,-1.2
,,,-1.19
,,,-1.14
,,,-1.18
,,,-1.2
3.8,,4.509212494,-1.23
,,,-1.26
,,,-1.34
,,,-1.36
,,,-1.38
,,,-1.37
,,,-1.38
,,,-1.32
,,,-1.29
,,,-1.19
,,,-1.17
,,,-1.14
,,,-1.18
,,,-1.2
,,,-1.21
,,,-1.24
,,,-1.21
,,,-1.22
,,,-1.25
,,,-1.26
,,,
3.9,,4.412394524,-1.11
,,,-1.06
,,,-1.06
,,,-1.1
,,,-1.04
,,,-1.01
,,,-1.07
,,,-0.9
,,,-0.89
,,,-0.95
,,,-0.82
,,,-0.78
,,,-0.86
,,,-0.82
,,,-0.83
,,,-0.8
,,,-0.84
,,,-0.81
,,,-0.77
,,,-0.79
,,,-0.82
,,,-0.77
4.0,,4.302023411,-0.83
,,,-0.88
,,,-0.95
,,,-0.96
,,,-0.98
,,,-0.97
,,,-1.01
,,,-0.97
,,,-0.97
,,,-0.99
,,,-1.09
,,,-1.07
,,,-1.04
,,,-1.01
,,,-1.04
,,,-1.02
,,,-0.99
,,,-1.0
,,,
,,,-0.92
,,,-0.85
,,,-0.91
,,,-0.95
,,,-1.11
,,,-1.19
,,,-1.22
,,,-1.23
,,,-1.09
,,,-1.05
,,,-1.13
,,,-1.2
,,,-1.27
,,,-1.31
,,,-1.24
,,,-1.28
,,,
,,,-1.25
,,,-1.24
,,,-1.25
,,,-1.26
,,,-1.18
,,,-1.2
,,,-1.12
,,,-0.99
,,,-1.04
